image_name,particle_id,class_id,class_name,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,area_px,eq_diameter_px,aspect_ratio,circularity,gray_mean,gray_std
train_0001.png,52,2,light_carbon_particle,222,232,242,252,309.0000,19.8351,1.0000,0.8156,202.3313,13.6223
train_0001.png,53,2,light_carbon_particle,587,281,611,298,259.0000,18.1595,1.4118,0.8467,197.5816,15.8296
train_0001.png,54,4,bubble,384,557,405,580,375.0000,21.8510,1.0952,1.2000,217.4947,8.2730
train_0001.png,55,1,dark_carbon_particle,839,410,861,427,249.0000,17.8055,1.2941,1.2000,144.9963,39.7263
train_0001.png,56,5,aggregate_particle,316,598,351,625,657.0000,28.9226,1.2963,1.0423,155.1816,34.2442
train_0001.png,57,1,dark_carbon_particle,585,778,602,793,168.0000,14.6255,1.0000,1.2000,184.5182,28.3821
train_0001.png,58,1,dark_carbon_particle,467,158,491,179,346.0000,20.9891,1.2000,0.8159,158.3682,35.3879
train_0001.png,59,0,fiber_particle,302,621,461,709,648.0000,28.7238,1.7841,0.0815,185.2676,45.7630
train_0001.png,60,0,fiber_particle,388,751,413,772,190.0000,15.5536,1.1905,0.7349,169.2429,33.4291
train_0001.png,61,2,light_carbon_particle,511,661,532,681,284.0000,19.0158,1.0500,0.7950,204.0783,13.6554
train_0001.png,62,2,light_carbon_particle,326,331,346,347,230.0000,17.1127,1.2500,0.7767,183.6043,20.3708
train_0001.png,63,0,fiber_particle,612,402,632,450,436.0000,23.5612,2.3500,0.5705,179.5005,29.6309
train_0001.png,64,2,light_carbon_particle,361,341,369,353,66.0000,9.1670,1.5000,0.8099,201.6551,17.4329
train_0001.png,65,2,light_carbon_particle,257,677,267,690,96.0000,11.0558,1.5000,0.9308,194.7120,7.5597
train_0001.png,66,3,copper_particle,597,680,613,693,143.0000,13.4935,1.3333,1.2000,167.0267,41.6913
train_0001.png,67,3,copper_particle,380,816,395,828,117.0000,12.2053,1.1667,1.2000,165.3943,32.7837
train_0001.png,68,1,dark_carbon_particle,595,173,611,185,138.0000,13.2555,1.3333,0.9831,179.6411,31.4983
train_0001.png,69,0,fiber_particle,786,167,854,184,261.0000,18.2295,4.2500,0.1747,185.7806,22.4585
train_0001.png,70,1,dark_carbon_particle,437,616,468,642,583.0000,27.2452,1.1538,1.2000,114.6713,48.5572
train_0001.png,71,1,dark_carbon_particle,801,258,829,275,312.0000,19.9311,1.6471,0.7563,151.1949,42.3430
train_0001.png,72,1,dark_carbon_particle,357,381,379,399,300.0000,19.5441,1.2222,1.2000,166.3892,35.1078
train_0001.png,73,3,copper_particle,438,366,454,376,95.0000,10.9981,1.6000,1.1658,177.8341,28.6028
train_0001.png,74,2,light_carbon_particle,336,411,356,427,240.0000,17.4808,1.2500,0.8105,203.5698,13.8539
train_0001.png,75,2,light_carbon_particle,427,458,443,468,115.0000,12.1005,1.3000,1.0556,203.8846,14.1860
train_0001.png,76,2,light_carbon_particle,300,760,312,776,144.0000,13.5406,1.3333,0.7537,196.4918,15.6167
train_0001.png,77,1,dark_carbon_particle,360,633,393,658,619.0000,28.0737,1.3750,0.8440,149.1325,33.0019
train_0001.png,78,2,light_carbon_particle,652,332,668,348,192.0000,15.6353,1.0000,0.7694,199.6239,18.3671
train_0001.png,79,1,dark_carbon_particle,731,757,748,773,212.0000,16.4294,1.0625,1.2000,155.4568,45.7129
train_0001.png,80,1,dark_carbon_particle,228,742,249,759,234.0000,17.2609,1.4000,0.9051,173.6500,32.6684
train_0001.png,81,0,fiber_particle,613,208,635,263,614.0000,27.9601,2.6190,0.5270,147.7585,43.9971
train_0001.png,82,0,fiber_particle,375,205,416,239,462.0000,24.2536,1.2059,0.6570,180.9760,18.0553
train_0001.png,83,2,light_carbon_particle,392,312,402,324,96.0000,11.0558,1.5000,0.9308,188.9514,23.4812
train_0001.png,84,0,fiber_particle,367,194,376,227,213.0000,16.4682,3.6667,0.5622,172.9384,28.8841
train_0001.png,85,2,light_carbon_particle,275,491,296,512,312.0000,19.9311,1.0000,0.7778,203.9830,13.0234
train_0001.png,86,0,fiber_particle,656,723,687,772,263.0000,18.2992,1.5806,0.3372,176.7225,29.6198
train_0001.png,87,2,light_carbon_particle,498,736,518,749,209.0000,16.3128,1.5385,0.7807,193.6443,21.7860
train_0001.png,88,4,bubble,242,471,257,488,217.0000,16.6221,1.1333,1.2000,223.0894,5.2747
train_0001.png,89,2,light_carbon_particle,204,791,229,812,402.0000,22.6239,1.1905,0.8520,205.2884,13.2894
train_0001.png,90,2,light_carbon_particle,651,522,672,538,255.0000,18.0188,1.3125,0.8074,200.4579,13.6371
train_0001.png,91,0,fiber_particle,451,239,469,277,353.0000,21.2003,2.1111,0.6761,171.2947,24.8999
train_0001.png,92,2,light_carbon_particle,513,715,530,731,201.0000,15.9975,1.0625,0.8662,202.0359,16.7648
train_0001.png,93,4,bubble,685,571,698,582,115.0000,12.1005,1.1818,1.2000,219.9588,5.5240
train_0001.png,94,4,bubble,401,560,420,583,357.0000,21.3201,1.2105,1.2000,225.5257,8.8386
train_0001.png,95,3,copper_particle,494,714,512,730,212.0000,16.4294,1.1250,1.2000,157.3721,43.2277
train_0001.png,96,1,dark_carbon_particle,323,356,340,368,142.0000,13.4462,1.4167,1.2000,126.1370,47.8429
train_0001.png,97,4,bubble,532,180,571,219,1229.0000,39.5577,1.0000,1.2000,224.1211,5.4102
train_0001.png,98,2,light_carbon_particle,230,702,242,714,114.0000,12.0478,1.0000,0.8954,183.7483,17.8550
train_0001.png,99,1,dark_carbon_particle,403,453,427,474,399.0000,22.5394,1.2000,0.8681,132.5299,49.2023
train_0001.png,100,1,dark_carbon_particle,458,213,474,229,180.0000,15.1388,1.0000,0.8696,167.4739,40.3833
train_0001.png,101,5,aggregate_particle,452,782,489,822,1052.0000,36.5985,1.0811,1.0353,149.6877,35.0013
train_0001.png,102,1,dark_carbon_particle,212,522,232,538,257.0000,18.0893,1.2500,0.8679,158.6004,37.5510
train_0001.png,103,1,dark_carbon_particle,750,355,758,362,44.0000,7.4848,1.1429,1.2000,166.1967,40.2138
train_0001.png,104,0,fiber_particle,233,541,301,680,838.0000,32.6646,2.0597,0.1324,164.2408,45.0733
train_0001.png,105,1,dark_carbon_particle,290,469,305,480,127.0000,12.7162,1.3636,1.2000,168.0583,35.1266
train_0001.png,106,1,dark_carbon_particle,309,519,335,542,474.0000,24.5666,1.1304,1.2000,144.8494,45.0848
train_0001.png,107,2,light_carbon_particle,372,671,392,683,206.0000,16.1953,1.6667,0.7968,184.3444,16.3303
train_0001.png,108,2,light_carbon_particle,315,618,328,631,135.0000,13.1106,1.0000,0.9175,180.1758,34.0481
train_0001.png,109,2,light_carbon_particle,565,237,581,247,128.0000,12.7662,2.0000,0.8308,187.9300,18.8258
train_0001.png,110,2,light_carbon_particle,358,271,374,287,200.0000,15.9577,1.0000,0.8014,189.7069,9.2900
train_0001.png,111,0,fiber_particle,559,521,615,536,507.0000,25.4073,4.3077,0.4352,160.8310,36.0037
train_0002.png,112,3,copper_particle,586,631,606,646,217.0000,16.6221,1.2667,1.1357,149.9267,42.9695
train_0002.png,113,0,fiber_particle,522,435,533,614,851.0000,32.9170,16.2727,0.0834,139.0582,57.9289
train_0002.png,114,1,dark_carbon_particle,478,569,499,590,298.0000,19.4788,1.0000,0.9143,108.5640,31.8205
train_0002.png,115,2,light_carbon_particle,158,763,170,779,160.0000,14.2730,1.3333,0.8042,204.5647,15.8915
train_0002.png,116,1,dark_carbon_particle,252,585,268,598,166.0000,14.5381,1.2308,0.9858,171.0140,36.7696
train_0002.png,117,2,light_carbon_particle,704,420,718,432,128.0000,12.7662,1.0000,0.8699,206.0834,7.7895
train_0002.png,118,5,aggregate_particle,356,351,387,380,603.0000,27.7085,1.1071,1.0488,146.2156,38.9943
train_0002.png,119,0,fiber_particle,446,409,510,425,421.0000,23.1524,4.0000,0.2946,169.8213,27.5884
train_0002.png,120,1,dark_carbon_particle,475,570,507,598,597.0000,27.5703,1.1429,0.7654,135.8570,42.7925
train_0002.png,121,1,dark_carbon_particle,718,581,734,594,153.0000,13.9573,1.1667,0.9931,161.5800,37.8091
train_0002.png,122,1,dark_carbon_particle,603,203,625,217,190.0000,15.5536,1.6667,1.1284,153.9255,39.7906
train_0002.png,123,3,copper_particle,428,631,438,641,74.0000,9.7067,1.0000,1.2000,192.8759,26.2584
train_0002.png,124,0,fiber_particle,172,480,194,524,393.0000,22.3692,1.9545,0.5710,170.7131,31.2559
train_0002.png,125,2,light_carbon_particle,584,744,609,764,400.0000,22.5676,1.2500,0.7854,185.6568,15.1571
train_0002.png,126,0,fiber_particle,734,571,760,633,429.0000,23.3713,2.3846,0.3290,145.0463,54.9560
train_0002.png,127,2,light_carbon_particle,336,676,361,696,366.0000,21.5872,1.2500,0.8872,184.1142,23.9325
train_0002.png,128,3,copper_particle,681,377,702,395,286.0000,19.0826,1.1667,1.1881,126.5777,44.0807
train_0002.png,129,1,dark_carbon_particle,196,600,212,612,123.0000,12.5143,1.0833,0.9660,176.1795,31.8635
train_0002.png,130,0,fiber_particle,503,395,531,449,410.0000,22.8479,1.9286,0.3964,173.5752,25.0961
train_0002.png,131,3,copper_particle,375,244,387,257,119.0000,12.3092,1.0833,1.2000,167.8742,40.4241
train_0002.png,132,2,light_carbon_particle,444,575,460,587,130.0000,12.8655,1.3333,0.7720,198.9428,15.0533
train_0002.png,133,1,dark_carbon_particle,557,602,586,626,465.0000,24.3322,1.0417,0.8281,155.5152,39.5737
train_0002.png,134,1,dark_carbon_particle,812,281,844,300,473.0000,24.5406,1.6842,1.1466,144.9278,41.4569
train_0002.png,135,0,fiber_particle,502,770,520,806,227.0000,17.0007,2.0000,0.4939,162.1531,42.2741
train_0002.png,136,1,dark_carbon_particle,787,527,803,538,132.0000,12.9641,1.4545,1.2000,163.2356,37.0226
train_0002.png,137,0,fiber_particle,586,640,596,668,162.0000,14.3619,3.0000,0.5848,159.8834,30.4255
train_0002.png,138,0,fiber_particle,306,337,332,347,124.0000,12.5651,2.6000,0.4969,161.7527,39.7415
train_0002.png,139,2,light_carbon_particle,169,233,186,254,327.0000,20.4046,1.2353,0.8887,187.2407,14.3481
train_0002.png,140,3,copper_particle,670,514,686,532,215.0000,16.5453,1.0625,1.2000,161.5564,41.8334
train_0002.png,141,5,aggregate_particle,180,664,221,700,994.0000,35.5753,1.1111,0.8532,143.0641,41.6265
train_0002.png,142,1,dark_carbon_particle,339,229,356,246,232.0000,17.1870,1.0000,0.8973,150.2373,33.9030
train_0002.png,143,2,light_carbon_particle,441,449,457,465,166.0000,14.5381,1.0000,0.8020,190.0224,14.4286
train_0002.png,144,2,light_carbon_particle,504,326,529,342,296.0000,19.4134,1.5000,0.7379,191.4743,14.4165
train_0002.png,145,1,dark_carbon_particle,446,538,478,566,619.0000,28.0737,1.0714,1.2000,151.1035,32.5193
train_0002.png,146,1,dark_carbon_particle,344,212,363,232,297.0000,19.4461,1.0526,1.2000,150.4348,41.4688
train_0002.png,147,2,light_carbon_particle,544,513,568,525,247.0000,17.7339,2.0000,0.7346,200.1354,9.6246
train_0002.png,148,2,light_carbon_particle,733,266,745,278,114.0000,12.0478,1.0000,0.8522,151.0290,32.0021
train_0002.png,149,5,aggregate_particle,277,467,319,499,950.0000,34.7790,1.3125,1.0235,125.9715,38.7252
train_0002.png,150,0,fiber_particle,287,707,332,763,583.0000,27.2452,1.2444,0.4542,132.0985,41.9734
train_0002.png,151,2,light_carbon_particle,772,715,792,731,248.0000,17.7697,1.2500,0.7852,194.7929,17.9082
train_0002.png,152,5,aggregate_particle,401,317,463,377,2228.0000,53.2614,1.0167,0.5113,145.1731,36.1592
train_0002.png,153,5,aggregate_particle,186,283,228,314,1016.0000,35.9668,1.3548,0.9488,147.9652,38.0550
train_0002.png,154,3,copper_particle,719,487,739,508,304.0000,19.6740,1.0526,1.1356,132.6137,38.0748
train_0002.png,155,1,dark_carbon_particle,789,708,812,729,340.0000,20.8063,1.0952,1.2000,139.1149,46.8325
train_0002.png,156,1,dark_carbon_particle,721,481,738,497,176.0000,14.9696,1.0000,1.2000,119.7337,43.6432
train_0002.png,157,2,light_carbon_particle,847,359,864,369,120.0000,12.3608,1.8889,0.8549,190.3503,18.3433
train_0002.png,158,3,copper_particle,680,594,698,606,149.0000,13.7736,1.5000,1.2000,176.1260,33.4203
train_0002.png,159,2,light_carbon_particle,482,215,500,231,197.0000,15.8376,1.0000,0.8813,195.4895,11.3489
train_0002.png,160,2,light_carbon_particle,515,803,531,815,160.0000,14.2730,1.3333,0.8042,204.5803,12.9840
train_0002.png,161,1,dark_carbon_particle,650,740,671,760,291.0000,19.2487,1.0500,0.8928,167.4559,41.0632
train_0002.png,162,1,dark_carbon_particle,411,388,444,414,630.0000,28.3221,1.2917,0.8590,155.7185,31.7431
train_0002.png,163,1,dark_carbon_particle,197,322,232,358,935.0000,34.5033,1.0286,1.2000,149.4086,25.6837
train_0002.png,164,5,aggregate_particle,267,673,328,726,958.0000,34.9251,1.1731,0.4762,140.7455,40.6398
train_0002.png,165,0,fiber_particle,567,639,603,664,282.0000,18.9487,1.4400,0.6300,160.1827,31.0607
train_0002.png,166,0,fiber_particle,350,668,371,726,486.0000,24.8756,2.8500,0.4313,160.2757,26.1109
train_0002.png,167,2,light_carbon_particle,757,268,773,280,147.0000,13.6809,1.3333,0.8362,202.1971,16.3660
train_0002.png,168,2,light_carbon_particle,332,614,349,638,311.0000,19.8992,1.4118,0.8706,197.5254,15.7812
train_0002.png,169,1,dark_carbon_particle,152,499,180,521,375.0000,21.8510,1.1818,1.2000,132.8856,42.3533
train_0002.png,170,2,light_carbon_particle,818,506,838,522,259.0000,18.1595,1.2500,0.8467,209.6331,12.9699
train_0002.png,171,1,dark_carbon_particle,484,517,520,545,766.0000,31.2298,1.2857,0.7955,164.4113,35.2972
train_0002.png,172,2,light_carbon_particle,550,361,559,369,67.0000,9.2362,1.1250,1.0739,203.5409,11.0759
train_0002.png,173,4,bubble,708,429,745,464,937.0000,34.5402,1.0000,1.2000,224.3703,5.7951
train_0002.png,174,1,dark_carbon_particle,446,515,482,541,779.0000,31.4937,1.3846,0.8393,128.0058,46.6501
train_0002.png,175,1,dark_carbon_particle,172,287,195,303,264.0000,18.3340,1.4375,1.2000,161.7998,31.2486
train_0002.png,176,1,dark_carbon_particle,336,654,360,674,345.0000,20.9587,1.2000,1.2000,134.6504,42.8906
train_0002.png,177,0,fiber_particle,424,297,463,335,475.0000,24.5925,1.0263,0.7052,153.2254,31.0756
train_0002.png,178,2,light_carbon_particle,612,247,628,260,166.0000,14.5381,1.2308,0.8688,191.8984,18.7150
train_0002.png,179,0,fiber_particle,412,676,427,786,334.0000,20.6219,7.3333,0.0852,181.2321,32.8516
train_0002.png,180,1,dark_carbon_particle,361,555,378,567,178.0000,15.0545,1.4167,0.8947,155.3464,31.1479
train_0002.png,181,1,dark_carbon_particle,420,819,450,846,593.0000,27.4778,1.1111,1.1358,146.5345,32.0500
train_0002.png,182,5,aggregate_particle,502,187,556,228,1712.0000,46.6882,1.3500,0.9822,115.5487,50.0935
train_0002.png,183,2,light_carbon_particle,254,786,270,803,210.0000,16.3518,1.0000,0.8724,191.5410,19.7169
train_0002.png,184,0,fiber_particle,722,258,747,296,317.0000,20.0902,1.5200,0.6383,153.1568,35.7006
train_0002.png,185,0,fiber_particle,369,314,415,372,578.0000,27.1281,1.2609,0.4801,144.8706,38.0057
train_0002.png,186,1,dark_carbon_particle,673,198,694,215,259.0000,18.1595,1.3125,0.9041,164.7108,34.1807
train_0002.png,187,4,bubble,621,600,644,623,405.0000,22.7082,1.0000,1.2000,224.2308,5.3593
train_0002.png,188,2,light_carbon_particle,311,537,319,549,96.0000,11.0558,1.5000,0.9308,195.3993,8.9918
train_0002.png,189,0,fiber_particle,702,571,739,624,608.0000,27.8232,1.4324,0.5581,160.1680,27.5766
train_0002.png,190,2,light_carbon_particle,528,729,544,741,148.0000,13.7273,1.3333,0.7746,198.3221,16.7705
train_0003.png,191,2,light_carbon_particle,374,175,391,187,196.0000,15.7973,1.4167,0.9109,183.3675,20.3631
train_0003.png,192,3,copper_particle,313,684,330,703,245.0000,17.6619,1.1176,1.2000,164.4167,34.5235
train_0003.png,193,0,fiber_particle,466,442,496,468,307.0000,19.7708,1.2000,0.7873,148.5958,30.3581
train_0003.png,194,3,copper_particle,488,464,508,477,181.0000,15.1808,1.5385,1.0297,163.0196,25.7953
train_0003.png,195,2,light_carbon_particle,646,502,666,514,181.0000,15.1808,1.6667,0.7519,173.9887,26.3158
train_0003.png,196,0,fiber_particle,328,345,356,393,329.0000,20.4669,1.7143,0.4305,178.0053,27.0304
train_0003.png,197,2,light_carbon_particle,451,481,468,501,275.0000,18.7121,1.1765,0.8437,186.4787,18.2495
train_0003.png,198,2,light_carbon_particle,665,726,678,735,82.0000,10.2179,1.5000,0.8914,191.1579,15.1070
train_0003.png,199,3,copper_particle,446,162,468,184,337.0000,20.7143,1.0476,0.9434,136.0420,39.2730
train_0003.png,200,2,light_carbon_particle,713,208,733,228,276.0000,18.7460,1.0000,0.7962,187.1517,15.8783
train_0003.png,201,4,bubble,670,594,693,621,493.0000,25.0541,1.1739,1.2000,221.2875,5.5871
train_0003.png,202,2,light_carbon_particle,797,490,817,506,288.0000,19.1492,1.2500,0.8308,181.7510,11.1591
train_0003.png,203,2,light_carbon_particle,697,700,710,716,152.0000,13.9116,1.3333,0.8647,183.7518,15.3917
train_0003.png,204,2,light_carbon_particle,484,634,500,647,151.0000,13.8658,1.2308,0.8236,198.4725,18.2747
train_0003.png,205,2,light_carbon_particle,329,473,345,485,162.0000,14.3619,1.3333,0.8836,192.2703,11.8491
train_0003.png,206,1,dark_carbon_particle,224,233,245,251,269.0000,18.5068,1.1667,1.2000,145.7168,41.9970
train_0003.png,207,2,light_carbon_particle,437,670,458,686,278.0000,18.8138,1.3125,0.9088,189.7308,10.8778
train_0003.png,208,2,light_carbon_particle,635,833,645,841,64.0000,9.0270,1.0000,1.0258,198.7458,7.3539
train_0003.png,209,3,copper_particle,355,483,380,508,485.0000,24.8500,1.0000,1.1437,138.1617,33.9108
train_0003.png,210,0,fiber_particle,508,379,722,449,1085.0000,37.1681,3.0571,0.0737,148.9723,56.0188
train_0003.png,211,2,light_carbon_particle,405,632,418,644,113.0000,11.9948,1.0000,0.8447,173.7492,29.9652
train_0003.png,212,1,dark_carbon_particle,404,573,422,587,184.0000,15.3061,1.2857,1.2000,162.3820,40.7406
train_0003.png,213,0,fiber_particle,451,422,470,458,216.0000,16.5837,1.8947,0.4825,162.9975,33.5877
train_0003.png,214,2,light_carbon_particle,368,651,396,671,428.0000,23.3441,1.4000,0.8198,189.2333,16.3656
train_0003.png,215,5,aggregate_particle,770,648,799,667,385.0000,22.1404,1.6111,0.8835,166.0701,32.2587
train_0003.png,216,2,light_carbon_particle,394,499,410,511,148.0000,13.7273,1.3333,0.8789,196.3898,12.5602
train_0003.png,217,2,light_carbon_particle,600,547,633,567,470.0000,24.4627,1.6500,0.6829,201.9849,13.3383
train_0003.png,218,3,copper_particle,178,759,191,772,133.0000,13.0131,1.0000,1.2000,168.1422,32.5492
train_0003.png,219,1,dark_carbon_particle,717,284,733,297,145.0000,13.5875,1.1538,1.2000,155.2634,46.4099
train_0003.png,220,2,light_carbon_particle,435,286,459,302,291.0000,19.2487,1.5000,0.7254,198.9923,11.6747
train_0003.png,221,1,dark_carbon_particle,350,816,370,829,154.0000,14.0028,1.1667,0.9996,166.5115,29.9765
train_0003.png,222,2,light_carbon_particle,366,277,382,290,166.0000,14.5381,1.2308,0.8344,185.4116,19.6057
train_0003.png,223,2,light_carbon_particle,473,559,486,571,118.0000,12.2573,1.0833,0.9268,192.3596,16.7101
train_0003.png,224,4,bubble,401,326,430,349,521.0000,25.7557,1.2609,1.2000,216.0579,5.8845
train_0003.png,225,2,light_carbon_particle,489,645,509,661,218.0000,16.6603,1.2500,0.7610,190.6763,16.4356
train_0003.png,226,0,fiber_particle,286,584,323,678,739.0000,30.6745,2.6111,0.2493,154.4438,38.9905
train_0003.png,227,1,dark_carbon_particle,245,754,278,782,721.0000,30.2986,1.1429,0.9244,153.1793,36.1649
train_0003.png,228,2,light_carbon_particle,295,661,316,682,341.0000,20.8369,1.0000,0.8745,194.4333,11.0917
train_0003.png,229,1,dark_carbon_particle,422,699,441,713,210.0000,16.3518,1.3571,1.2000,164.3687,38.7831
train_0003.png,230,1,dark_carbon_particle,753,704,773,721,256.0000,18.0541,1.1176,1.2000,145.7614,42.0657
train_0003.png,231,2,light_carbon_particle,558,640,575,657,216.0000,16.5837,1.0000,0.8655,184.4459,16.3520
train_0003.png,232,2,light_carbon_particle,826,513,847,529,219.0000,16.6985,1.2500,0.8470,184.1212,16.5824
train_0003.png,233,1,dark_carbon_particle,331,338,352,354,280.0000,18.8814,1.3125,1.2000,126.6852,40.0520
train_0003.png,234,2,light_carbon_particle,518,314,534,330,147.0000,13.6809,1.0000,0.6832,194.3730,20.3500
train_0003.png,235,2,light_carbon_particle,680,707,701,720,216.0000,16.5837,1.6154,0.8069,203.0998,10.5777
train_0003.png,236,2,light_carbon_particle,149,386,174,407,347.0000,21.0194,1.1905,0.8183,191.6273,12.9220
train_0003.png,237,3,copper_particle,576,584,589,599,126.0000,12.6660,1.1538,1.1566,164.3459,33.3182
train_0003.png,238,2,light_carbon_particle,744,578,764,594,256.0000,18.0541,1.2500,0.7854,196.4906,13.2562
train_0003.png,239,2,light_carbon_particle,780,336,805,353,355.0000,21.2603,1.4706,0.8605,199.1006,10.6936
train_0003.png,240,1,dark_carbon_particle,711,298,731,322,388.0000,22.2265,1.2000,1.2000,119.9049,36.9051
